title,country,date,points,link,img
News of the World,world,2021-02-13,635,https://flixpatrol.com/title/news-of-the-world/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fyqcgvrsqtefurp7cw5iafvyolh.jpg
Red Dot,world,2021-02-13,470,https://flixpatrol.com/title/red-dot/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/auq3vqropa6idmoeyjbl0gfmcqj.jpg
Space Sweepers,world,2021-02-13,231,https://flixpatrol.com/title/space-sweepers/,https://flixpatrol.com/runtime/cache/files/posters/l/w72/lykpq7lgrljpwllsyetvxsl2wdf.jpg
Finding 'Ohana,world,2021-02-13,199,https://flixpatrol.com/title/finding-ohana/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/aiv7eousuzawedbav75qx0uorry.jpg
We Can Be Heroes,world,2021-02-13,176,https://flixpatrol.com/title/we-can-be-heroes-2020/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gzy5hezrl40zmejmexjwkazqluz.jpg
The Yin Yang Master: Dream of Eternity,world,2021-02-13,68,https://flixpatrol.com/title/the-yin-yang-master-dream-of-eternity/,https://flixpatrol.com/runtime/cache/files/posters/y/w72/yin-yang-master-dream.jpg
The Dig,world,2021-02-13,67,https://flixpatrol.com/title/the-dig/,https://flixpatrol.com/runtime/cache/files/posters/2/w72/20nmi69ezuhicg2nefiqjl2hrkg.jpg
Pixels,world,2021-02-13,60,https://flixpatrol.com/title/pixels/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/ktyvmiqfoaj8w0gdszyjhhoppd6.jpg
To All the Boys: Always and Forever,world,2021-02-14,781,https://flixpatrol.com/title/to-all-the-boys-always-and-forever/,https://flixpatrol.com/runtime/cache/files/posters/b/w72/beollkcsabwxcmutzl80bxvqkt4.jpg
News of the World,world,2021-02-14,663,https://flixpatrol.com/title/news-of-the-world/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fyqcgvrsqtefurp7cw5iafvyolh.jpg
Squared Love,world,2021-02-14,590,https://flixpatrol.com/title/squared-love/,https://flixpatrol.com/runtime/cache/files/posters/q/w72/qercxsoitudtdxc5ssvgwygtzyg.jpg
Red Dot,world,2021-02-14,471,https://flixpatrol.com/title/red-dot/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/auq3vqropa6idmoeyjbl0gfmcqj.jpg
Finding 'Ohana,world,2021-02-14,209,https://flixpatrol.com/title/finding-ohana/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/aiv7eousuzawedbav75qx0uorry.jpg
We Can Be Heroes,world,2021-02-14,188,https://flixpatrol.com/title/we-can-be-heroes-2020/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gzy5hezrl40zmejmexjwkazqluz.jpg
Space Sweepers,world,2021-02-14,183,https://flixpatrol.com/title/space-sweepers/,https://flixpatrol.com/runtime/cache/files/posters/l/w72/lykpq7lgrljpwllsyetvxsl2wdf.jpg
The Dig,world,2021-02-14,103,https://flixpatrol.com/title/the-dig/,https://flixpatrol.com/runtime/cache/files/posters/2/w72/20nmi69ezuhicg2nefiqjl2hrkg.jpg
The Yin Yang Master: Dream of Eternity,world,2021-02-14,62,https://flixpatrol.com/title/the-yin-yang-master-dream-of-eternity/,https://flixpatrol.com/runtime/cache/files/posters/y/w72/yin-yang-master-dream.jpg
To All the Boys: P.S. I Still Love You,world,2021-02-14,52,https://flixpatrol.com/title/to-all-the-boys-ps-i-still-love-you/,https://flixpatrol.com/runtime/cache/files/posters/c/w72/cxbtlos0sgosq57ygnu4eept8yv.jpg
To All the Boys: Always and Forever,world,2021-02-15,769,https://flixpatrol.com/title/to-all-the-boys-always-and-forever/,https://flixpatrol.com/runtime/cache/files/posters/b/w72/beollkcsabwxcmutzl80bxvqkt4.jpg
News of the World,world,2021-02-15,637,https://flixpatrol.com/title/news-of-the-world/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fyqcgvrsqtefurp7cw5iafvyolh.jpg
Squared Love,world,2021-02-15,601,https://flixpatrol.com/title/squared-love/,https://flixpatrol.com/runtime/cache/files/posters/q/w72/qercxsoitudtdxc5ssvgwygtzyg.jpg
Red Dot,world,2021-02-15,496,https://flixpatrol.com/title/red-dot/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/auq3vqropa6idmoeyjbl0gfmcqj.jpg
Finding 'Ohana,world,2021-02-15,193,https://flixpatrol.com/title/finding-ohana/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/aiv7eousuzawedbav75qx0uorry.jpg
We Can Be Heroes,world,2021-02-15,159,https://flixpatrol.com/title/we-can-be-heroes-2020/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gzy5hezrl40zmejmexjwkazqluz.jpg
Space Sweepers,world,2021-02-15,137,https://flixpatrol.com/title/space-sweepers/,https://flixpatrol.com/runtime/cache/files/posters/l/w72/lykpq7lgrljpwllsyetvxsl2wdf.jpg
To All the Boys: P.S. I Still Love You,world,2021-02-15,85,https://flixpatrol.com/title/to-all-the-boys-ps-i-still-love-you/,https://flixpatrol.com/runtime/cache/files/posters/c/w72/cxbtlos0sgosq57ygnu4eept8yv.jpg
The Dig,world,2021-02-15,84,https://flixpatrol.com/title/the-dig/,https://flixpatrol.com/runtime/cache/files/posters/2/w72/20nmi69ezuhicg2nefiqjl2hrkg.jpg
Namaste Wahala,world,2021-02-15,71,https://flixpatrol.com/title/namaste-wahala/,https://flixpatrol.com/runtime/cache/files/posters/r/w72/rx3p97kaudaz7pxt9xwlewn8czd.jpg
To All the Boys: Always and Forever,world,2021-02-16,783,https://flixpatrol.com/title/to-all-the-boys-always-and-forever/,https://flixpatrol.com/runtime/cache/files/posters/b/w72/beollkcsabwxcmutzl80bxvqkt4.jpg
News of the World,world,2021-02-16,600,https://flixpatrol.com/title/news-of-the-world/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fyqcgvrsqtefurp7cw5iafvyolh.jpg
Squared Love,world,2021-02-16,562,https://flixpatrol.com/title/squared-love/,https://flixpatrol.com/runtime/cache/files/posters/q/w72/qercxsoitudtdxc5ssvgwygtzyg.jpg
Red Dot,world,2021-02-16,497,https://flixpatrol.com/title/red-dot/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/auq3vqropa6idmoeyjbl0gfmcqj.jpg
We Can Be Heroes,world,2021-02-16,176,https://flixpatrol.com/title/we-can-be-heroes-2020/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gzy5hezrl40zmejmexjwkazqluz.jpg
Namaste Wahala,world,2021-02-16,137,https://flixpatrol.com/title/namaste-wahala/,https://flixpatrol.com/runtime/cache/files/posters/r/w72/rx3p97kaudaz7pxt9xwlewn8czd.jpg
Proud Mary,world,2021-02-16,123,https://flixpatrol.com/title/proud-mary/,https://flixpatrol.com/runtime/cache/files/posters/5/w72/5luceovmu2fzwuyty7mzfcsy5zw.jpg
Finding 'Ohana,world,2021-02-16,114,https://flixpatrol.com/title/finding-ohana/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/aiv7eousuzawedbav75qx0uorry.jpg
Space Sweepers,world,2021-02-16,109,https://flixpatrol.com/title/space-sweepers/,https://flixpatrol.com/runtime/cache/files/posters/l/w72/lykpq7lgrljpwllsyetvxsl2wdf.jpg
To All the Boys: P.S. I Still Love You,world,2021-02-16,92,https://flixpatrol.com/title/to-all-the-boys-ps-i-still-love-you/,https://flixpatrol.com/runtime/cache/files/posters/c/w72/cxbtlos0sgosq57ygnu4eept8yv.jpg
To All the Boys: Always and Forever,world,2021-02-17,752,https://flixpatrol.com/title/to-all-the-boys-always-and-forever/,https://flixpatrol.com/runtime/cache/files/posters/b/w72/beollkcsabwxcmutzl80bxvqkt4.jpg
News of the World,world,2021-02-17,489,https://flixpatrol.com/title/news-of-the-world/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fyqcgvrsqtefurp7cw5iafvyolh.jpg
Animals on the Loose: A You vs. Wild Interactive Movie,world,2021-02-17,437,https://flixpatrol.com/title/animals-on-the-loose-a-you-vs-wild-interactive-movie/,https://flixpatrol.com/runtime/cache/files/posters/u/w72/u9r2nejhfvfluywuwoh1ywgqcus.jpg
Squared Love,world,2021-02-17,405,https://flixpatrol.com/title/squared-love/,https://flixpatrol.com/runtime/cache/files/posters/q/w72/qercxsoitudtdxc5ssvgwygtzyg.jpg
Red Dot,world,2021-02-17,315,https://flixpatrol.com/title/red-dot/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/auq3vqropa6idmoeyjbl0gfmcqj.jpg
Seventh Son,world,2021-02-17,206,https://flixpatrol.com/title/seventh-son/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jf68dgdmy2shjzm3iwozcquwkre.jpg
Jurassic World,world,2021-02-17,131,https://flixpatrol.com/title/jurassic-world/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jjbgi2r5crt36xf6inuehzscecb.jpg
Twilight,world,2021-02-17,129,https://flixpatrol.com/title/twilight/,https://flixpatrol.com/runtime/cache/files/posters/2/w72/2o4zggjvrymopdnqlzwsspqrkoh.jpg
Proud Mary,world,2021-02-17,125,https://flixpatrol.com/title/proud-mary/,https://flixpatrol.com/runtime/cache/files/posters/5/w72/5luceovmu2fzwuyty7mzfcsy5zw.jpg
Ted 2,world,2021-02-17,113,https://flixpatrol.com/title/ted-2/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/a7htcxfe7ms8h7e7o2zawppbudt.jpg
To All the Boys: Always and Forever,world,2021-02-18,730,https://flixpatrol.com/title/to-all-the-boys-always-and-forever/,https://flixpatrol.com/runtime/cache/files/posters/b/w72/beollkcsabwxcmutzl80bxvqkt4.jpg
Animals on the Loose: A You vs. Wild Interactive Movie,world,2021-02-18,502,https://flixpatrol.com/title/animals-on-the-loose-a-you-vs-wild-interactive-movie/,https://flixpatrol.com/runtime/cache/files/posters/u/w72/u9r2nejhfvfluywuwoh1ywgqcus.jpg
News of the World,world,2021-02-18,402,https://flixpatrol.com/title/news-of-the-world/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fyqcgvrsqtefurp7cw5iafvyolh.jpg
Squared Love,world,2021-02-18,302,https://flixpatrol.com/title/squared-love/,https://flixpatrol.com/runtime/cache/files/posters/q/w72/qercxsoitudtdxc5ssvgwygtzyg.jpg
Seventh Son,world,2021-02-18,235,https://flixpatrol.com/title/seventh-son/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jf68dgdmy2shjzm3iwozcquwkre.jpg
Red Dot,world,2021-02-18,227,https://flixpatrol.com/title/red-dot/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/auq3vqropa6idmoeyjbl0gfmcqj.jpg
Jurassic World,world,2021-02-18,224,https://flixpatrol.com/title/jurassic-world/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jjbgi2r5crt36xf6inuehzscecb.jpg
Ted 2,world,2021-02-18,157,https://flixpatrol.com/title/ted-2/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/a7htcxfe7ms8h7e7o2zawppbudt.jpg
Twilight,world,2021-02-18,149,https://flixpatrol.com/title/twilight/,https://flixpatrol.com/runtime/cache/files/posters/2/w72/2o4zggjvrymopdnqlzwsspqrkoh.jpg
The Twilight Saga: New Moon,world,2021-02-18,111,https://flixpatrol.com/title/the-twilight-saga-new-moon/,https://flixpatrol.com/runtime/cache/files/posters/2/w72/2o4zggjvrymopdnqlzwsspqrkoh.jpg
To All the Boys: Always and Forever,world,2021-02-19,680,https://flixpatrol.com/title/to-all-the-boys-always-and-forever/,https://flixpatrol.com/runtime/cache/files/posters/b/w72/beollkcsabwxcmutzl80bxvqkt4.jpg
Animals on the Loose: A You vs. Wild Interactive Movie,world,2021-02-19,419,https://flixpatrol.com/title/animals-on-the-loose-a-you-vs-wild-interactive-movie/,https://flixpatrol.com/runtime/cache/files/posters/u/w72/u9r2nejhfvfluywuwoh1ywgqcus.jpg
News of the World,world,2021-02-19,360,https://flixpatrol.com/title/news-of-the-world/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fyqcgvrsqtefurp7cw5iafvyolh.jpg
Jurassic World,world,2021-02-19,274,https://flixpatrol.com/title/jurassic-world/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jjbgi2r5crt36xf6inuehzscecb.jpg
Seventh Son,world,2021-02-19,264,https://flixpatrol.com/title/seventh-son/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jf68dgdmy2shjzm3iwozcquwkre.jpg
Squared Love,world,2021-02-19,200,https://flixpatrol.com/title/squared-love/,https://flixpatrol.com/runtime/cache/files/posters/q/w72/qercxsoitudtdxc5ssvgwygtzyg.jpg
Ted 2,world,2021-02-19,191,https://flixpatrol.com/title/ted-2/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/a7htcxfe7ms8h7e7o2zawppbudt.jpg
Twilight,world,2021-02-19,157,https://flixpatrol.com/title/twilight/,https://flixpatrol.com/runtime/cache/files/posters/2/w72/2o4zggjvrymopdnqlzwsspqrkoh.jpg
Red Dot,world,2021-02-19,143,https://flixpatrol.com/title/red-dot/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/auq3vqropa6idmoeyjbl0gfmcqj.jpg
The Twilight Saga: New Moon,world,2021-02-19,122,https://flixpatrol.com/title/the-twilight-saga-new-moon/,https://flixpatrol.com/runtime/cache/files/posters/2/w72/2o4zggjvrymopdnqlzwsspqrkoh.jpg
To All the Boys: Always and Forever,world,2021-02-20,577,https://flixpatrol.com/title/to-all-the-boys-always-and-forever/,https://flixpatrol.com/runtime/cache/files/posters/b/w72/beollkcsabwxcmutzl80bxvqkt4.jpg
I Care a Lot,world,2021-02-20,499,https://flixpatrol.com/title/i-care-a-lot/,https://flixpatrol.com/runtime/cache/files/posters/e/w72/ehf6cow5wnrjjhctmqqce4gxoni.jpg
News of the World,world,2021-02-20,345,https://flixpatrol.com/title/news-of-the-world/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fyqcgvrsqtefurp7cw5iafvyolh.jpg
Animals on the Loose: A You vs. Wild Interactive Movie,world,2021-02-20,324,https://flixpatrol.com/title/animals-on-the-loose-a-you-vs-wild-interactive-movie/,https://flixpatrol.com/runtime/cache/files/posters/u/w72/u9r2nejhfvfluywuwoh1ywgqcus.jpg
Jurassic World,world,2021-02-20,257,https://flixpatrol.com/title/jurassic-world/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jjbgi2r5crt36xf6inuehzscecb.jpg
Seventh Son,world,2021-02-20,247,https://flixpatrol.com/title/seventh-son/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jf68dgdmy2shjzm3iwozcquwkre.jpg
Ted 2,world,2021-02-20,206,https://flixpatrol.com/title/ted-2/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/a7htcxfe7ms8h7e7o2zawppbudt.jpg
Twilight,world,2021-02-20,142,https://flixpatrol.com/title/twilight/,https://flixpatrol.com/runtime/cache/files/posters/2/w72/2o4zggjvrymopdnqlzwsspqrkoh.jpg
The Twilight Saga: Breaking Dawn - Part 2,world,2021-02-20,113,https://flixpatrol.com/title/the-twilight-saga-breaking-dawn--part-2/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/kjqpygyb8aneevzzhrifyyradu9.jpg
Squared Love,world,2021-02-20,111,https://flixpatrol.com/title/squared-love/,https://flixpatrol.com/runtime/cache/files/posters/q/w72/qercxsoitudtdxc5ssvgwygtzyg.jpg
To All the Boys: Always and Forever,world,2021-02-21,517,https://flixpatrol.com/title/to-all-the-boys-always-and-forever/,https://flixpatrol.com/runtime/cache/files/posters/b/w72/beollkcsabwxcmutzl80bxvqkt4.jpg
I Care a Lot,world,2021-02-21,505,https://flixpatrol.com/title/i-care-a-lot/,https://flixpatrol.com/runtime/cache/files/posters/e/w72/ehf6cow5wnrjjhctmqqce4gxoni.jpg
News of the World,world,2021-02-21,364,https://flixpatrol.com/title/news-of-the-world/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fyqcgvrsqtefurp7cw5iafvyolh.jpg
Jurassic World,world,2021-02-21,251,https://flixpatrol.com/title/jurassic-world/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jjbgi2r5crt36xf6inuehzscecb.jpg
Animals on the Loose: A You vs. Wild Interactive Movie,world,2021-02-21,251,https://flixpatrol.com/title/animals-on-the-loose-a-you-vs-wild-interactive-movie/,https://flixpatrol.com/runtime/cache/files/posters/u/w72/u9r2nejhfvfluywuwoh1ywgqcus.jpg
Seventh Son,world,2021-02-21,240,https://flixpatrol.com/title/seventh-son/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jf68dgdmy2shjzm3iwozcquwkre.jpg
Ted 2,world,2021-02-21,210,https://flixpatrol.com/title/ted-2/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/a7htcxfe7ms8h7e7o2zawppbudt.jpg
Twilight,world,2021-02-21,138,https://flixpatrol.com/title/twilight/,https://flixpatrol.com/runtime/cache/files/posters/2/w72/2o4zggjvrymopdnqlzwsspqrkoh.jpg
The Twilight Saga: Breaking Dawn - Part 2,world,2021-02-21,112,https://flixpatrol.com/title/the-twilight-saga-breaking-dawn--part-2/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/kjqpygyb8aneevzzhrifyyradu9.jpg
The Twilight Saga: New Moon,world,2021-02-21,104,https://flixpatrol.com/title/the-twilight-saga-new-moon/,https://flixpatrol.com/runtime/cache/files/posters/2/w72/2o4zggjvrymopdnqlzwsspqrkoh.jpg
I Care a Lot,world,2021-02-22,503,https://flixpatrol.com/title/i-care-a-lot/,https://flixpatrol.com/runtime/cache/files/posters/e/w72/ehf6cow5wnrjjhctmqqce4gxoni.jpg
To All the Boys: Always and Forever,world,2021-02-22,467,https://flixpatrol.com/title/to-all-the-boys-always-and-forever/,https://flixpatrol.com/runtime/cache/files/posters/b/w72/beollkcsabwxcmutzl80bxvqkt4.jpg
News of the World,world,2021-02-22,325,https://flixpatrol.com/title/news-of-the-world/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fyqcgvrsqtefurp7cw5iafvyolh.jpg
Seventh Son,world,2021-02-22,275,https://flixpatrol.com/title/seventh-son/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jf68dgdmy2shjzm3iwozcquwkre.jpg
Jurassic World,world,2021-02-22,252,https://flixpatrol.com/title/jurassic-world/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jjbgi2r5crt36xf6inuehzscecb.jpg
Ted 2,world,2021-02-22,224,https://flixpatrol.com/title/ted-2/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/a7htcxfe7ms8h7e7o2zawppbudt.jpg
Animals on the Loose: A You vs. Wild Interactive Movie,world,2021-02-22,206,https://flixpatrol.com/title/animals-on-the-loose-a-you-vs-wild-interactive-movie/,https://flixpatrol.com/runtime/cache/files/posters/u/w72/u9r2nejhfvfluywuwoh1ywgqcus.jpg
The Twilight Saga: Breaking Dawn - Part 2,world,2021-02-22,125,https://flixpatrol.com/title/the-twilight-saga-breaking-dawn--part-2/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/kjqpygyb8aneevzzhrifyyradu9.jpg
Twilight,world,2021-02-22,125,https://flixpatrol.com/title/twilight/,https://flixpatrol.com/runtime/cache/files/posters/2/w72/2o4zggjvrymopdnqlzwsspqrkoh.jpg
The Twilight Saga: New Moon,world,2021-02-22,93,https://flixpatrol.com/title/the-twilight-saga-new-moon/,https://flixpatrol.com/runtime/cache/files/posters/2/w72/2o4zggjvrymopdnqlzwsspqrkoh.jpg
I Care a Lot,world,2021-02-23,512,https://flixpatrol.com/title/i-care-a-lot/,https://flixpatrol.com/runtime/cache/files/posters/e/w72/ehf6cow5wnrjjhctmqqce4gxoni.jpg
To All the Boys: Always and Forever,world,2021-02-23,435,https://flixpatrol.com/title/to-all-the-boys-always-and-forever/,https://flixpatrol.com/runtime/cache/files/posters/b/w72/beollkcsabwxcmutzl80bxvqkt4.jpg
Jurassic World,world,2021-02-23,263,https://flixpatrol.com/title/jurassic-world/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jjbgi2r5crt36xf6inuehzscecb.jpg
Seventh Son,world,2021-02-23,251,https://flixpatrol.com/title/seventh-son/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jf68dgdmy2shjzm3iwozcquwkre.jpg
Ted 2,world,2021-02-23,231,https://flixpatrol.com/title/ted-2/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/a7htcxfe7ms8h7e7o2zawppbudt.jpg
News of the World,world,2021-02-23,226,https://flixpatrol.com/title/news-of-the-world/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fyqcgvrsqtefurp7cw5iafvyolh.jpg
Animals on the Loose: A You vs. Wild Interactive Movie,world,2021-02-23,156,https://flixpatrol.com/title/animals-on-the-loose-a-you-vs-wild-interactive-movie/,https://flixpatrol.com/runtime/cache/files/posters/u/w72/u9r2nejhfvfluywuwoh1ywgqcus.jpg
The Twilight Saga: Breaking Dawn - Part 2,world,2021-02-23,136,https://flixpatrol.com/title/the-twilight-saga-breaking-dawn--part-2/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/kjqpygyb8aneevzzhrifyyradu9.jpg
We Can Be Heroes,world,2021-02-23,120,https://flixpatrol.com/title/we-can-be-heroes-2020/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gzy5hezrl40zmejmexjwkazqluz.jpg
Twilight,world,2021-02-23,110,https://flixpatrol.com/title/twilight/,https://flixpatrol.com/runtime/cache/files/posters/2/w72/2o4zggjvrymopdnqlzwsspqrkoh.jpg
I Care a Lot,world,2021-02-24,519,https://flixpatrol.com/title/i-care-a-lot/,https://flixpatrol.com/runtime/cache/files/posters/e/w72/ehf6cow5wnrjjhctmqqce4gxoni.jpg
To All the Boys: Always and Forever,world,2021-02-24,387,https://flixpatrol.com/title/to-all-the-boys-always-and-forever/,https://flixpatrol.com/runtime/cache/files/posters/b/w72/beollkcsabwxcmutzl80bxvqkt4.jpg
Jurassic World,world,2021-02-24,241,https://flixpatrol.com/title/jurassic-world/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jjbgi2r5crt36xf6inuehzscecb.jpg
Seventh Son,world,2021-02-24,222,https://flixpatrol.com/title/seventh-son/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jf68dgdmy2shjzm3iwozcquwkre.jpg
Ted 2,world,2021-02-24,213,https://flixpatrol.com/title/ted-2/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/a7htcxfe7ms8h7e7o2zawppbudt.jpg
News of the World,world,2021-02-24,200,https://flixpatrol.com/title/news-of-the-world/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fyqcgvrsqtefurp7cw5iafvyolh.jpg
The Twilight Saga: Breaking Dawn - Part 2,world,2021-02-24,137,https://flixpatrol.com/title/the-twilight-saga-breaking-dawn--part-2/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/kjqpygyb8aneevzzhrifyyradu9.jpg
We Can Be Heroes,world,2021-02-24,120,https://flixpatrol.com/title/we-can-be-heroes-2020/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gzy5hezrl40zmejmexjwkazqluz.jpg
Van Helsing,world,2021-02-24,106,https://flixpatrol.com/title/van-helsing-2004/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gpfn6cie4af6jefmyipyk5hgv4.jpg
Animals on the Loose: A You vs. Wild Interactive Movie,world,2021-02-24,103,https://flixpatrol.com/title/animals-on-the-loose-a-you-vs-wild-interactive-movie/,https://flixpatrol.com/runtime/cache/files/posters/u/w72/u9r2nejhfvfluywuwoh1ywgqcus.jpg
I Care a Lot,world,2021-02-25,507,https://flixpatrol.com/title/i-care-a-lot/,https://flixpatrol.com/runtime/cache/files/posters/e/w72/ehf6cow5wnrjjhctmqqce4gxoni.jpg
To All the Boys: Always and Forever,world,2021-02-25,355,https://flixpatrol.com/title/to-all-the-boys-always-and-forever/,https://flixpatrol.com/runtime/cache/files/posters/b/w72/beollkcsabwxcmutzl80bxvqkt4.jpg
Jurassic World,world,2021-02-25,207,https://flixpatrol.com/title/jurassic-world/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jjbgi2r5crt36xf6inuehzscecb.jpg
Ted 2,world,2021-02-25,200,https://flixpatrol.com/title/ted-2/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/a7htcxfe7ms8h7e7o2zawppbudt.jpg
Seventh Son,world,2021-02-25,191,https://flixpatrol.com/title/seventh-son/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jf68dgdmy2shjzm3iwozcquwkre.jpg
News of the World,world,2021-02-25,159,https://flixpatrol.com/title/news-of-the-world/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fyqcgvrsqtefurp7cw5iafvyolh.jpg
Pelé,world,2021-02-25,149,https://flixpatrol.com/title/pele/,https://flixpatrol.com/runtime/cache/files/posters/t/w72/tx2gco2u4mlkewwm4ukiif1c74e.jpg
We Can Be Heroes,world,2021-02-25,144,https://flixpatrol.com/title/we-can-be-heroes-2020/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gzy5hezrl40zmejmexjwkazqluz.jpg
The Twilight Saga: Breaking Dawn - Part 2,world,2021-02-25,134,https://flixpatrol.com/title/the-twilight-saga-breaking-dawn--part-2/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/kjqpygyb8aneevzzhrifyyradu9.jpg
Van Helsing,world,2021-02-25,113,https://flixpatrol.com/title/van-helsing-2004/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gpfn6cie4af6jefmyipyk5hgv4.jpg
I Care a Lot,world,2021-02-26,502,https://flixpatrol.com/title/i-care-a-lot/,https://flixpatrol.com/runtime/cache/files/posters/e/w72/ehf6cow5wnrjjhctmqqce4gxoni.jpg
To All the Boys: Always and Forever,world,2021-02-26,321,https://flixpatrol.com/title/to-all-the-boys-always-and-forever/,https://flixpatrol.com/runtime/cache/files/posters/b/w72/beollkcsabwxcmutzl80bxvqkt4.jpg
Ted 2,world,2021-02-26,189,https://flixpatrol.com/title/ted-2/,https://flixpatrol.com/runtime/cache/files/posters/a/w72/a7htcxfe7ms8h7e7o2zawppbudt.jpg
Jurassic World,world,2021-02-26,175,https://flixpatrol.com/title/jurassic-world/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jjbgi2r5crt36xf6inuehzscecb.jpg
Seventh Son,world,2021-02-26,173,https://flixpatrol.com/title/seventh-son/,https://flixpatrol.com/runtime/cache/files/posters/j/w72/jf68dgdmy2shjzm3iwozcquwkre.jpg
Pelé,world,2021-02-26,161,https://flixpatrol.com/title/pele/,https://flixpatrol.com/runtime/cache/files/posters/t/w72/tx2gco2u4mlkewwm4ukiif1c74e.jpg
We Can Be Heroes,world,2021-02-26,159,https://flixpatrol.com/title/we-can-be-heroes-2020/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gzy5hezrl40zmejmexjwkazqluz.jpg
News of the World,world,2021-02-26,145,https://flixpatrol.com/title/news-of-the-world/,https://flixpatrol.com/runtime/cache/files/posters/f/w72/fyqcgvrsqtefurp7cw5iafvyolh.jpg
The Twilight Saga: Breaking Dawn - Part 2,world,2021-02-26,127,https://flixpatrol.com/title/the-twilight-saga-breaking-dawn--part-2/,https://flixpatrol.com/runtime/cache/files/posters/k/w72/kjqpygyb8aneevzzhrifyyradu9.jpg
Van Helsing,world,2021-02-26,121,https://flixpatrol.com/title/van-helsing-2004/,https://flixpatrol.com/runtime/cache/files/posters/g/w72/gpfn6cie4af6jefmyipyk5hgv4.jpg
I Care a Lot,world,2021-02-27,484,https://flixpatrol.com/title/i-care-a-lot/,https://flixpatrol.com/runtime/cache/files/posters/e/w72/ehf6cow5wnrjjhctmqqce4gxoni.jpg
