,id,reviewServiceType,reviewType,reviewContentClassType,reviewContent,createDate,reviewDisplayStatusType,repurchase,parentReviewSeq,reviewScore,reviewRankingScore,writerMemberId,writerMemberIdNo,writerMemberNo,writerMemberProfileImageUrl,checkoutMerchantNo,checkoutMerchantId,channelId,channelServiceType,orderNo,productOrderNo,productNo,productName,largeCategorizeCategoryId,middleCategorizeCategoryId,smallCategorizeCategoryId,detailCategorizeCategoryId,productUrl,originProductNo,eventTitle,reviewAttaches,reviewEvaluationValueSeqs,writerMemberMaskedId,profileImageSourceType,repThumbnailAttach,repThumbnailTagNameDescription,merchantNo,merchantName,isMyReview,reviewTopics,modifyDate,reviewInspectionPolicyReason,helpCount
5,3307866905,SELLBLOG,NORMAL,PHOTO,굳굳 배송 빠르고 물건 좋아여 굳굳,2021-11-21T15:06:01.970+0000,NORMAL,False,,5,-72.5459,k_mx****,,0,https://profile-phinf.pstatic.net/404/default.png,0,,101268185,STOREFARM,,,5863879959,[스타벅스] SS 엘마 블랙 텀블러 473ml,50000008,50000061,50000882,50004540,https://smartstore.naver.com/main/products/5863879959,5836999771,,"[{'id': '2162558914', 'attachWidth': 1440, 'attachHeight': 1440, 'attachName': 'review-attachment-08dc42c2-145e-4c30-b018-384d21f7b7ba.jpeg', 'attachSize': 650702, 'reviewAttachmentType': 'I', 'attachPath': 'https://phinf.pstatic.net/checkout.phinf/20211122_188/1637507156084hSxid_JPEG/review-attachment-08dc42c2-145e-4c30-b018-384d21f7b7ba.jpeg', 'attachDirectoryName': '/20211122_188/1637507156084hSxid_JPEG', 'attachDescription': '', 'sortOrder': 0, 'reviewTagName': '', 'attachUrl': 'https://phinf.pstatic.net/checkout.phinf/20211122_188/1637507156084hSxid_JPEG/review-attachment-08dc42c2-145e-4c30-b018-384d21f7b7ba.jpeg', 'width': 1440, 'height': 1440, 'tagName': '', 'attachmentType': 'I'}]","[1000302, 1000308, 1000290]",k_mx***,DEFAULT,"{'id': '2162558914', 'attachWidth': 1440, 'attachHeight': 1440, 'attachName': 'review-attachment-08dc42c2-145e-4c30-b018-384d21f7b7ba.jpeg', 'attachSize': 650702, 'reviewAttachmentType': 'I', 'attachPath': 'https://phinf.pstatic.net/checkout.phinf/20211122_188/1637507156084hSxid_JPEG/review-attachment-08dc42c2-145e-4c30-b018-384d21f7b7ba.jpeg', 'attachDirectoryName': '/20211122_188/1637507156084hSxid_JPEG', 'attachDescription': '', 'sortOrder': 0, 'reviewTagName': '', 'attachUrl': 'https://phinf.pstatic.net/checkout.phinf/20211122_188/1637507156084hSxid_JPEG/review-attachment-08dc42c2-145e-4c30-b018-384d21f7b7ba.jpeg', 'width': 1440, 'height': 1440, 'tagName': '', 'attachmentType': 'I'}",{},,,False,"[{'topicCode': 'total', 'topicCodeName': '만족도', 'patternStartNo': 24, 'patternEndNo': 39, 'startIdx': 10, 'endIdx': 15}]",,,
6,3307770498,SELLBLOG,NORMAL,TEXT,이쁩니다. 세련되게 색깔이 빠져서 마음에 쏙 드네요.,2021-11-21T12:15:26.691+0000,NORMAL,False,,5,-72.64636,zest****,,0,https://profile-phinf.pstatic.net/404/default.png,0,,101268185,STOREFARM,,,5863879959,[스타벅스] SS 엘마 블랙 텀블러 473ml,50000008,50000061,50000882,50004540,https://smartstore.naver.com/main/products/5863879959,5836999771,,[],"[1000302, 1000307, 1000290]",zest****,DEFAULT,,{},,,False,,,,
7,3307745484,SELLBLOG,NORMAL,TEXT,역시 스타벅스는 믿고 구매,2021-11-21T11:33:56.949+0000,NORMAL,False,,5,-72.71339,n368****,,0,https://profile-phinf.pstatic.net/404/default.png,0,,101268185,STOREFARM,,,5863879959,[스타벅스] SS 엘마 블랙 텀블러 473ml,50000008,50000061,50000882,50004540,https://smartstore.naver.com/main/products/5863879959,5836999771,,[],"[1000302, 1000308, 1000290]",n3****,DEFAULT,,{},,,False,,,,
8,3307332699,SELLBLOG,NORMAL,TEXT,사진과 똑같아요. 맘에들어요,2021-11-20T16:41:37.454+0000,NORMAL,False,,5,-72.69356,chjo****,,0,https://profile-phinf.pstatic.net/404/default.png,0,,101268185,STOREFARM,,,5863879959,[스타벅스] SS 엘마 블랙 텀블러 473ml,50000008,50000061,50000882,50004540,https://smartstore.naver.com/main/products/5863879959,5836999771,,[],"[1000301, 1000308, 1000290]",chjo***,DEFAULT,,{},,,False,,,,
9,3307199584,SELLBLOG,NORMAL,TEXT,전에 쓰던 텀블러가 넘 맘에 들었는데.. 여러 번 떨어뜨려 망가져서 모양은 같고 겉 디자인만 조금 다른 텀블러를 또 찾아 구매하게 되었어요.. 세척도 쉽고 크기도 딱 적당해서 좋아요~,2021-11-20T11:48:44.688+0000,NORMAL,False,,5,-72.544365,babu****,,0,https://profile-phinf.pstatic.net/404/default.png,0,,101268185,STOREFARM,,,5863879959,[스타벅스] SS 엘마 블랙 텀블러 473ml,50000008,50000061,50000882,50004540,https://smartstore.naver.com/main/products/5863879959,5836999771,,[],"[1000301, 1000307, 1000290]",babu*****,DEFAULT,,{},,,False,"[{'topicCode': 'management', 'topicCodeName': '관리', 'patternStartNo': 190, 'patternEndNo': 205, 'startIdx': 80, 'endIdx': 85}]",,,
0,3307185062,SELLBLOG,NORMAL,TEXT,좋아요. 잘쓸께요.,2021-11-20T11:23:18.946+0000,NORMAL,False,,5,-72.73168,seba****,,0,https://profile-phinf.pstatic.net/404/default.png,0,,101268185,STOREFARM,,,5863879959,[스타벅스] SS 엘마 블랙 텀블러 473ml,50000008,50000061,50000882,50004540,https://smartstore.naver.com/main/products/5863879959,5836999771,,[],"[1000302, 1000308, 1000290]",seba******,DEFAULT,,{},,,False,,,,
1,3307141231,SELLBLOG,NORMAL,TEXT,배송 빠르고 이뻐요,2021-11-20T10:05:30.937+0000,NORMAL,False,,5,-72.73339,juok****,,0,https://profile-phinf.pstatic.net/404/default.png,0,,101268185,STOREFARM,,,5863879959,[스타벅스] SS 엘마 블랙 텀블러 473ml,50000008,50000061,50000882,50004540,https://smartstore.naver.com/main/products/5863879959,5836999771,,[],"[1000301, 1000307, 1000289]",juok***,DEFAULT,,{},,,False,,,,
2,3306877537,SELLBLOG,NORMAL,TEXT,배송 빠르고 품질 좋습니다.,2021-11-20T02:57:57.622+0000,NORMAL,False,,5,-72.70838,drea****,,0,https://profile-phinf.pstatic.net/404/default.png,0,,101268185,STOREFARM,,,5863879959,[스타벅스] SS 엘마 블랙 텀블러 473ml,50000008,50000061,50000882,50004540,https://smartstore.naver.com/main/products/5863879959,5836999771,,[],"[1000302, 1000308, 1000290]",drea*****,DEFAULT,,{},,,False,"[{'topicCode': 'quality', 'topicCodeName': '품질', 'patternStartNo': 17, 'patternEndNo': 35, 'startIdx': 7, 'endIdx': 13}]",,,
3,3306438643,SELLBLOG,NORMAL,TEXT,잘받았어요ㅎㅎ굳입니다,2021-11-19T08:31:14.108+0000,NORMAL,False,,5,-72.70878,rock****,,0,https://phinf.pstatic.net/contact/20200225_143/1582617439268G3fHz_PNG/avatar_profile.png,0,,101268185,STOREFARM,,,5863879959,[스타벅스] SS 엘마 블랙 텀블러 473ml,50000008,50000061,50000882,50004540,https://smartstore.naver.com/main/products/5863879959,5836999771,,[],"[1000301, 1000307, 1000290]",rock*****,NAVER_PROFILE,,{},,,False,,,,
4,3306327961,SELLBLOG,NORMAL,TEXT,배송빨라여 예뻐여 만족합니다,2021-11-19T06:01:09.417+0000,NORMAL,False,,5,-72.73649,lgh1****,,0,https://profile-phinf.pstatic.net/404/default.png,0,,101268185,STOREFARM,,,5863879959,[스타벅스] SS 엘마 블랙 텀블러 473ml,50000008,50000061,50000882,50004540,https://smartstore.naver.com/main/products/5863879959,5836999771,,[],"[1000301, 1000307, 1000289]",lgh1***,DEFAULT,,{},,,False,,,,
